Customer_ID,Country,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term_Months,Credit_Score,Monthly_Income,Debt_to_Income_Ratio,Employment_Length_Years,Current_Employment_Status,Number_of_Dependents,Loan_Status,Days_Past_Due,Previous_Loans,Previous_Defaults,Monthly_Payment,Risk_Score
CUST000193,India,Personal,7357.82,29.16,3,564,1658.0579999999998,0.124,8.5,Business Owner,5,Completed,0.0,5,0,3167.786770666667,136.5
CUST000194,India,Business,1402.52,14.22,12,778,533.814,0.276,8.9,Self-Employed,5,Active,0.0,4,2,133.49652866666665,34.7
CUST000195,USA,Business,7186.67,11.44,24,754,4014.81,0.528,5.1,Business Owner,4,Defaulted,174.0,5,1,333.7010436666667,48.1
CUST000196,Nigeria,Personal,9099.42,31.64,6,708,887.8120000000001,0.298,16.5,Self-Employed,1,Defaulted,177.0,4,1,1996.412748,113.5
CUST000197,USA,Education,1878.86,17.61,24,637,2790.33,0.2,9.7,Employed,3,Completed,0.0,5,1,92.07196858333333,92.2
CUST000198,USA,Education,2451.68,28.42,24,708,3090.66,0.312,10.9,Self-Employed,1,Active,0.0,4,0,131.18531066666665,134.1
CUST000199,Nigeria,Emergency,9716.81,34.260000000000005,3,579,563.1800000000001,0.293,6.1,Business Owner,1,Defaulted,133.0,4,1,4348.596368666666,49.1
CUST000200,India,Personal,1891.67,36.68,6,736,605.835,0.558,3.6,Employed,5,Active,0.0,3,2,430.92242600000003,-34.2
CUST000201,India,Emergency,8558.41,32.39,24,815,1757.352,0.481,1.7,Self-Employed,2,Defaulted,177.0,0,0,472.10329162500005,41.9
CUST000202,Nigeria,Emergency,4973.55,28.04,3,757,1857.164,0.353,14.3,Employed,0,Completed,0.0,4,0,2122.71114,151.9
CUST000203,India,Emergency,2547.59,31.84,24,577,866.712,0.594,3.9,Self-Employed,4,Completed,0.0,1,0,139.9476106666667,27.8
CUST000204,Nigeria,Education,8720.42,23.71,24,686,1346.508,0.333,13.8,Business Owner,3,Active,0.0,1,0,449.5013159166667,114.3
CUST000205,Nigeria,Personal,4508.52,24.58,3,521,1029.2520000000002,0.129,7.8,Business Owner,1,Late,23.0,2,0,1872.238072,98.2
CUST000206,USA,Emergency,5196.69,30.09,3,707,5874.0,0.231,8.3,Employed,4,Late,62.0,4,1,2253.4580069999997,79.1
CUST000207,Nigeria,Personal,3656.41,28.5,3,695,1078.724,0.318,9.4,Employed,1,Completed,0.0,4,1,1566.162283333333,74.7
CUST000208,USA,Personal,5970.21,30.35,6,463,3347.34,0.178,7.4,Employed,5,Defaulted,138.0,4,0,1297.0281225,105.5
CUST000209,India,Education,1718.89,36.03,24,534,1586.115,0.574,2.0,Self-Employed,0,Late,13.0,5,0,97.42525279166667,56.0
CUST000210,India,Emergency,3971.71,37.01,3,622,606.279,0.483,6.2,Business Owner,5,Completed,0.0,4,1,1813.8799569999999,34.9
CUST000211,India,Emergency,9697.18,38.67,12,620,1949.6819999999998,0.234,13.3,Employed,4,Defaulted,142.0,4,0,1120.5899588333334,145.1
CUST000212,India,Personal,2655.52,25.07,24,529,416.046,0.395,13.3,Employed,3,Defaulted,163.0,1,0,138.385786,89.9
CUST000213,USA,Business,6601.69,16.93,12,689,6733.3,0.461,5.7,Employed,1,Late,9.0,0,0,643.2796764166666,51.3
CUST000214,India,Education,3319.38,29.3,6,675,742.251,0.571,9.2,Self-Employed,0,Completed,0.0,0,1,715.3263900000001,6.4
CUST000215,Nigeria,Education,7757.38,26.39,3,631,1056.124,0.541,3.9,Employed,5,Defaulted,138.0,2,1,3268.184194,-1.5
CUST000216,Nigeria,Education,1395.65,32.83,12,574,463.45200000000006,0.358,4.2,Employed,4,Defaulted,155.0,1,0,154.48682458333334,52.6
CUST000217,Nigeria,Education,9701.23,35.760000000000005,6,755,949.856,0.487,0.5,Self-Employed,5,Active,0.0,4,0,2195.064974666667,69.3
CUST000218,USA,Emergency,4592.52,27.28,3,816,1772.41,0.381,17.9,Self-Employed,1,Active,0.0,0,1,1948.453152,83.0
CUST000219,India,Emergency,2436.9,23.49,12,602,659.976,0.376,4.2,Employed,1,Late,20.0,3,0,250.7773175,73.6
CUST000220,India,Business,827.62,17.67,12,589,834.951,0.157,4.6,Employed,3,Active,0.0,3,0,81.15503783333334,96.2
CUST000221,India,Education,1780.6,25.05,6,699,1443.639,0.163,5.6,Self-Employed,0,Completed,0.0,3,0,371.1067166666666,111.6
CUST000222,USA,Education,5245.76,11.99,3,614,3307.02,0.365,2.5,Business Owner,2,Late,57.0,4,0,1958.242208,77.4
CUST000223,Nigeria,Personal,3436.33,40.92,3,636,1390.68,0.234,12.8,Self-Employed,5,Late,24.0,4,0,1614.1587453333332,144.2
CUST000224,Nigeria,Emergency,8305.95,25.68,12,724,689.488,0.111,1.5,Business Owner,1,Active,0.0,2,0,869.90983,88.8
CUST000225,India,Education,4365.79,17.32,12,459,575.736,0.461,2.7,Employed,4,Defaulted,152.0,2,1,426.82873566666666,-16.7
CUST000226,Nigeria,Business,2562.27,16.71,12,782,2930.92,0.116,12.9,Employed,5,Completed,0.0,2,0,249.20210975,151.1
CUST000227,Nigeria,Business,6209.74,34.08,3,657,825.6,0.398,6.8,Business Owner,3,Completed,0.0,5,1,2775.3397973333335,59.9
CUST000228,USA,Emergency,7097.09,25.83,6,609,6823.34,0.37,14.2,Self-Employed,3,Completed,0.0,3,1,1488.3780578333333,74.9
CUST000229,USA,Business,1753.71,17.54,6,641,2639.83,0.584,11.1,Employed,1,Late,33.0,4,0,343.55178900000004,101.2
CUST000230,USA,Business,1759.43,10.01,3,646,2984.37,0.342,5.1,Business Owner,1,Completed,0.0,3,0,645.182981,85.9
CUST000231,USA,Emergency,463.05,19.47,24,477,5090.76,0.132,13.0,Self-Employed,1,Defaulted,114.0,2,0,23.050243125000005,119.5
CUST000232,India,Education,7390.38,21.71,6,799,1689.138,0.376,2.3,Business Owner,2,Defaulted,93.0,4,0,1499.1385830000002,93.8
CUST000233,USA,Education,6671.66,26.96,12,654,2820.29,0.521,10.7,Self-Employed,1,Active,0.0,1,0,705.861628,76.8
CUST000234,Nigeria,Business,4798.85,32.96,24,694,981.996,0.598,8.7,Self-Employed,5,Completed,0.0,0,0,265.85629000000006,53.1
CUST000235,India,Business,8457.29,23.21,24,745,869.628,0.315,5.4,Self-Employed,5,Late,20.0,0,0,434.176125375,70.0
CUST000236,Nigeria,Education,8076.13,22.1,6,548,1411.896,0.26,12.1,Self-Employed,0,Active,0.0,2,0,1643.4924550000003,109.3
CUST000237,Nigeria,Emergency,5895.01,43.67,24,697,1861.9160000000002,0.553,17.4,Business Owner,4,Defaulted,140.0,3,1,352.89003612500005,81.4
CUST000238,Nigeria,Business,8695.89,28.71,24,623,1194.9080000000001,0.196,20.0,Business Owner,1,Completed,0.0,1,0,466.353334125,152.7
CUST000239,USA,Personal,2137.83,27.27,6,735,4062.05,0.408,12.2,Business Owner,5,Defaulted,100.0,4,0,453.4693735,133.7
CUST000240,USA,Emergency,1208.0,11.94,6,437,6762.72,0.303,8.1,Business Owner,5,Active,0.0,3,0,225.3725333333333,83.9
CUST000241,India,Business,2770.52,26.6,24,640,1082.124,0.121,4.5,Business Owner,5,Defaulted,106.0,2,1,146.14493000000002,44.4
CUST000242,India,Business,665.16,13.77,12,590,1045.086,0.274,5.1,Self-Employed,2,Completed,0.0,3,0,63.062711,87.1
CUST000243,USA,Personal,5358.58,22.15,3,693,1394.85,0.233,9.6,Employed,4,Completed,0.0,2,0,2181.8351566666665,114.0
CUST000244,Nigeria,Personal,9372.4,42.99,24,697,320.00800000000004,0.443,7.3,Employed,3,Active,0.0,5,0,558.3997816666666,111.9
CUST000245,India,Education,489.5,23.76,24,579,1085.955,0.574,18.3,Business Owner,5,Completed,0.0,0,0,25.241883333333334,92.0
CUST000246,USA,Emergency,1308.89,9.09,12,579,2842.92,0.234,7.4,Business Owner,1,Defaulted,155.0,0,1,118.98900841666666,21.5
CUST000247,USA,Emergency,4576.77,8.87,24,639,2304.48,0.506,7.5,Employed,5,Defaulted,159.0,3,0,207.613729125,80.8
CUST000248,USA,Education,9345.36,18.86,24,560,3366.96,0.128,7.7,Self-Employed,4,Late,60.0,1,0,462.82895400000007,91.7
CUST000249,Nigeria,Emergency,3229.95,20.48,3,734,1156.9080000000001,0.369,16.7,Business Owner,3,Late,48.0,4,0,1297.14792,160.0
CUST000250,USA,Emergency,5121.62,8.65,3,613,5239.02,0.135,13.0,Self-Employed,2,Late,64.0,2,1,1854.8800433333333,82.8
CUST000251,USA,Emergency,511.57,29.17,3,359,3112.11,0.567,12.3,Employed,0,Defaulted,162.0,4,0,220.26498966666668,80.7
CUST000252,USA,Emergency,1568.6,20.84,6,613,2051.93,0.483,6.7,Employed,1,Defaulted,158.0,0,1,315.91603999999995,-3.5
CUST000253,USA,Emergency,9867.64,16.1,6,546,4890.66,0.429,16.4,Business Owner,0,Active,0.0,1,0,1909.3883399999997,103.7
CUST000254,India,Personal,9654.68,38.2,3,487,802.284,0.512,0.8,Self-Employed,2,Late,30.0,1,0,4447.5892533333335,11.5
CUST000255,India,Emergency,148.91,16.25,3,526,1163.625,0.424,17.4,Business Owner,4,Defaulted,173.0,4,0,57.702625000000005,137.2
CUST000256,USA,Personal,9522.94,34.77,6,661,2347.94,0.584,10.3,Employed,4,Active,0.0,0,0,2139.011039666667,59.2
CUST000257,Nigeria,Emergency,6427.29,24.79,12,783,861.6040000000002,0.457,8.0,Self-Employed,2,Defaulted,118.0,4,0,668.38459925,112.6
CUST000258,India,Education,8692.39,37.88,24,681,932.727,0.562,9.9,Business Owner,5,Active,0.0,3,1,499.37780549999997,41.4
CUST000259,USA,Business,4601.92,24.88,24,589,3000.14,0.359,13.3,Business Owner,2,Late,73.0,1,0,239.4532373333333,99.5
CUST000260,India,Personal,5204.4,36.15,3,696,1136.763,0.159,0.3,Business Owner,1,Late,17.0,1,2,2361.9302,-34.8
CUST000261,India,Emergency,4939.58,40.55,12,604,781.881,0.364,17.4,Employed,3,Late,14.0,3,0,578.5483075,141.0
CUST000262,Nigeria,Education,6701.96,24.08,6,581,476.0520000000001,0.163,8.9,Business Owner,0,Defaulted,174.0,0,0,1385.965328,86.3
CUST000263,USA,Business,1482.55,34.91,3,535,2400.93,0.396,6.9,Self-Employed,0,Defaulted,162.0,1,1,666.702735,8.4
CUST000264,USA,Personal,396.74,18.91,12,475,4433.34,0.341,2.8,Business Owner,4,Active,0.0,5,0,39.313627833333335,77.4
CUST000265,Nigeria,Business,3148.51,26.79,12,611,1027.64,0.411,8.8,Employed,5,Completed,0.0,5,0,332.66631908333335,114.0
CUST000266,Nigeria,Education,7076.34,25.53,12,666,1054.18,0.105,9.9,Business Owner,4,Completed,0.0,5,1,740.2441335,105.6
CUST000267,USA,Personal,2098.35,23.16,6,640,4881.4,0.197,8.1,Employed,1,Late,19.0,2,0,430.72130999999996,104.8
CUST000268,USA,Business,6766.98,12.32,6,608,2088.11,0.346,13.6,Employed,2,Completed,0.0,2,0,1266.778656,114.2
CUST000269,Nigeria,Emergency,9702.13,31.5,24,555,551.316,0.575,8.4,Self-Employed,0,Late,71.0,0,1,531.5958729166666,-10.0
CUST000270,India,Personal,1029.62,28.17,24,711,825.27,0.292,19.2,Self-Employed,1,Active,0.0,3,0,54.98599808333333,167.9
CUST000271,India,Business,6758.76,34.33,12,518,702.006,0.312,12.0,Business Owner,4,Completed,0.0,4,1,756.586859,70.6
CUST000272,Nigeria,Education,4493.13,39.34,12,728,735.528,0.457,16.1,Employed,4,Completed,0.0,0,0,521.7272785,107.6
CUST000273,India,Education,8694.61,25.33,6,550,819.207,0.402,2.2,Employed,0,Late,59.0,4,0,1816.1591188333332,65.8
CUST000274,Nigeria,Personal,1853.78,24.47,24,575,1524.5600000000002,0.249,7.9,Self-Employed,4,Active,0.0,0,0,96.14166525,72.1
CUST000275,India,Business,6957.0,20.259999999999998,12,503,890.145,0.305,6.7,Self-Employed,5,Completed,0.0,2,0,697.20735,73.3
CUST000276,India,Personal,8397.34,18.45,24,600,1042.647,0.209,11.4,Business Owner,4,Completed,0.0,5,0,414.4437179166666,146.1
CUST000277,USA,Personal,9451.68,9.61,24,748,7381.29,0.583,17.2,Employed,3,Completed,0.0,3,1,431.6661020000001,82.5
CUST000278,USA,Business,6864.16,17.59,12,702,2511.31,0.165,1.6,Self-Employed,2,Active,0.0,2,0,672.6304786666666,81.7
CUST000279,India,Business,5022.03,20.57,6,748,1027.827,0.286,1.5,Business Owner,4,Active,0.0,3,0,1009.1769284999999,83.7
CUST000280,India,Emergency,6216.69,40.06,12,702,693.27,0.113,17.0,Employed,3,Completed,0.0,4,0,725.5913345,183.9
CUST000281,USA,Business,8702.16,23.62,12,540,1952.41,0.211,4.3,Employed,1,Late,67.0,0,0,896.467516,54.4
CUST000282,USA,Education,5749.04,17.72,24,617,2225.08,0.49,13.4,Self-Employed,4,Late,44.0,1,0,281.990412,89.7
CUST000283,USA,Personal,400.83,24.25,12,572,2346.36,0.201,10.9,Business Owner,5,Completed,0.0,1,0,41.50260624999999,101.6
CUST000284,Nigeria,Personal,9316.39,19.9,6,783,1427.1680000000001,0.14,16.7,Self-Employed,1,Active,0.0,3,0,1861.7252683333334,177.8
CUST000285,India,Education,6926.31,25.43,12,530,2894.493,0.337,2.5,Business Owner,4,Completed,0.0,5,0,723.97255275,81.8
CUST000286,USA,Business,6797.48,25.53,6,739,2083.86,0.105,2.6,Employed,0,Active,0.0,5,0,1422.1461073333332,126.4
CUST000287,India,Education,2235.18,26.69,6,739,726.12,0.142,11.1,Business Owner,3,Completed,0.0,3,0,471.958257,145.2
CUST000288,Nigeria,Education,6622.97,27.25,24,833,1155.336,0.504,18.9,Business Owner,3,Active,0.0,2,0,351.1553885416667,147.4
CUST000289,Nigeria,Emergency,3999.26,43.83,3,609,1453.324,0.486,8.3,Business Owner,0,Defaulted,161.0,1,0,1917.3785526666668,63.8
CUST000290,USA,Education,6547.21,32.65,3,721,3400.83,0.558,6.5,Business Owner,2,Late,32.0,2,0,2894.958021666667,68.8
CUST000291,Nigeria,Personal,1155.27,33.46,24,878,2265.9680000000003,0.527,12.1,Business Owner,5,Defaulted,109.0,4,2,64.24263925,35.6
CUST000292,India,Education,6612.67,28.94,12,588,265.824,0.442,18.6,Self-Employed,3,Late,11.0,1,1,710.5313915,67.6
CUST000293,USA,Personal,9994.2,25.38,24,496,903.73,0.126,16.7,Business Owner,1,Active,0.0,4,0,522.1136650000001,160.5
CUST000294,India,Personal,577.3,18.64,6,462,697.908,0.491,19.9,Business Owner,5,Defaulted,116.0,0,0,114.15145333333332,96.6
CUST000295,India,Personal,9774.02,24.06,3,721,1547.934,0.523,0.5,Employed,3,Late,2.0,2,1,4041.8830706666668,-7.7
CUST000296,Nigeria,Business,4128.39,17.1,24,462,545.056,0.5,2.3,Business Owner,2,Completed,0.0,3,0,201.43102875000002,37.7
CUST000297,Nigeria,Emergency,8720.46,29.32,12,613,265.04400000000004,0.354,12.2,Employed,1,Active,0.0,1,0,939.774906,96.9
CUST000298,Nigeria,Personal,7845.62,31.2,24,694,1586.5200000000002,0.216,16.4,Self-Employed,5,Active,0.0,2,0,428.8938933333334,149.8
CUST000299,Nigeria,Personal,5713.46,22.380000000000003,3,669,1346.8680000000002,0.523,5.7,Self-Employed,1,Completed,0.0,3,0,2330.7107826666665,73.1
CUST000300,Nigeria,Business,7410.65,42.99,24,693,691.32,0.464,4.8,Business Owner,0,Completed,0.0,0,0,441.5203514583333,46.9
CUST000301,USA,Personal,8797.3,33.46,24,672,1821.16,0.59,15.7,Self-Employed,4,Late,68.0,1,0,489.2031908333333,96.7
CUST000302,India,Education,4100.99,33.22,3,778,550.68,0.178,1.1,Business Owner,0,Active,0.0,4,0,1821.1129593333333,105.5
CUST000303,India,Education,3337.63,27.93,6,555,945.1049999999999,0.213,7.4,Self-Employed,5,Late,17.0,0,0,711.6383431666668,71.2
CUST000304,India,Emergency,6709.17,37.36,6,582,653.8439999999999,0.206,10.1,Business Owner,4,Completed,0.0,5,1,1535.952652,88.1
CUST000305,India,Personal,8097.67,16.66,3,573,1144.884,0.496,11.2,Business Owner,0,Active,0.0,3,0,3148.913940666667,93.7
CUST000306,Nigeria,Business,7646.62,38.129999999999995,24,733,286.116,0.193,14.6,Employed,4,Completed,0.0,1,0,440.09484191666667,137.0
CUST000307,India,Education,7998.36,16.490000000000002,3,740,582.66,0.133,7.1,Employed,3,Late,81.0,1,0,3105.7631880000004,106.2
CUST000308,USA,Business,4412.27,30.24,6,695,1697.6,0.599,12.3,Employed,1,Late,40.0,0,0,957.7567413333335,71.1
CUST000309,USA,Business,8196.56,15.72,12,768,2622.36,0.112,11.7,Employed,4,Late,87.0,1,0,790.4216026666667,134.1
CUST000310,India,Education,1290.07,37.56,24,532,683.346,0.518,11.0,Business Owner,3,Active,0.0,3,0,73.94251216666666,86.4
CUST000311,India,Business,5490.44,39.43,6,817,1332.681,0.283,12.8,Self-Employed,2,Completed,0.0,0,0,1275.8867486666666,117.4
CUST000312,USA,Education,157.01,12.17,24,802,1176.54,0.521,5.2,Business Owner,0,Completed,0.0,4,0,7.338254875,94.1
CUST000313,USA,Business,3313.4,20.95,3,724,3049.54,0.377,1.7,Employed,2,Late,46.0,0,0,1335.8524333333335,43.2
CUST000314,Nigeria,Education,3727.97,43.47,12,828,1576.3680000000002,0.551,2.4,Employed,5,Late,88.0,0,0,445.7098799166666,39.7
CUST000315,USA,Personal,4022.11,21.54,3,484,7542.61,0.563,4.5,Self-Employed,3,Late,4.0,4,0,1629.4908313333335,54.6
CUST000316,Nigeria,Emergency,6985.13,40.18,12,598,937.1360000000001,0.105,10.0,Employed,2,Late,38.0,5,0,815.9796028333334,149.3
CUST000317,Nigeria,Education,3946.73,32.480000000000004,24,576,1402.396,0.138,16.8,Business Owner,2,Defaulted,97.0,3,0,217.859496,157.8
CUST000318,Nigeria,Education,4542.07,26.51,24,722,483.8520000000001,0.225,14.0,Business Owner,3,Defaulted,174.0,5,0,239.42386487499996,169.7
CUST000319,Nigeria,Emergency,2451.69,24.0,3,545,360.588,0.435,15.8,Business Owner,1,Defaulted,150.0,5,0,1013.3652000000001,140.0
CUST000320,Nigeria,Education,3795.19,21.689999999999998,12,726,1819.1000000000001,0.544,7.0,Business Owner,4,Late,63.0,5,0,384.8638925833333,103.2
CUST000321,India,Education,2349.97,34.33,12,787,891.804,0.33,8.1,Business Owner,5,Late,29.0,2,0,263.0595584166666,106.2
CUST000322,USA,Business,824.64,18.82,24,720,5373.62,0.403,7.9,Self-Employed,5,Completed,0.0,5,0,40.826552,121.2
CUST000323,Nigeria,Emergency,6074.14,30.32,3,678,600.048,0.194,3.8,Business Owner,0,Active,0.0,2,2,2638.606416,-12.6
CUST000324,USA,Personal,6715.31,21.79,12,551,3865.9,0.502,1.2,Employed,4,Completed,0.0,4,2,681.5480040833334,-49.1
CUST000325,USA,Education,6232.95,24.16,24,565,7588.65,0.584,11.8,Employed,0,Defaulted,117.0,3,0,322.45128,87.1
CUST000326,Nigeria,Emergency,4688.59,40.24,6,775,1470.8000000000002,0.234,19.8,Employed,5,Completed,0.0,5,0,1095.8797693333333,203.1
CUST000327,India,Business,3859.88,40.46,3,728,1026.918,0.347,3.3,Employed,4,Late,19.0,1,0,1807.1958160000001,64.6
CUST000328,Nigeria,Personal,8647.0,27.41,6,646,1197.4959999999999,0.143,0.9,Self-Employed,2,Defaulted,176.0,4,0,1836.19045,94.8
CUST000329,India,Emergency,5238.91,36.17,3,608,407.72099999999995,0.38,15.6,Employed,1,Defaulted,159.0,2,0,2377.941249,120.8
CUST000330,USA,Personal,4843.9,29.41,24,447,5871.04,0.351,5.1,Self-Employed,2,Active,0.0,3,0,261.1871245833333,65.1
CUST000331,India,Personal,353.86,29.06,12,543,658.9169999999999,0.172,16.6,Employed,1,Active,0.0,0,0,38.057643,120.1
CUST000332,India,Personal,3478.35,39.77,12,841,1150.866,0.321,14.1,Self-Employed,3,Defaulted,92.0,3,0,405.14081624999994,152.5
CUST000333,India,Education,3863.94,18.61,12,522,409.326,0.267,18.9,Self-Employed,0,Defaulted,158.0,3,0,381.91826949999995,150.0
CUST000334,USA,Education,4048.35,11.06,3,669,1652.87,0.361,8.2,Self-Employed,0,Completed,0.0,5,0,1498.6991699999999,121.8
CUST000335,USA,Business,5843.71,31.91,24,751,6109.15,0.393,13.2,Employed,3,Defaulted,162.0,5,0,321.18491087499996,151.8
CUST000336,India,Business,5382.67,25.3,6,525,751.7280000000001,0.104,9.3,Self-Employed,4,Late,29.0,2,0,1124.0809183333333,108.6
CUST000337,India,Emergency,6118.26,36.72,24,668,1849.4879999999998,0.481,12.6,Business Owner,3,Completed,0.0,2,0,348.53687800000006,101.7
CUST000338,Nigeria,Business,7672.34,41.01,6,744,1146.644,0.457,9.0,Business Owner,5,Late,35.0,5,0,1803.1277723333333,123.7
CUST000339,India,Personal,8148.56,14.75,3,651,356.05199999999996,0.283,3.8,Employed,3,Late,70.0,5,0,3116.8242000000005,105.8
CUST000340,Nigeria,Personal,7209.42,40.74,3,937,1862.628,0.126,10.2,Business Owner,1,Late,23.0,1,0,3382.179236,142.1
CUST000341,India,Education,9559.68,25.55,6,483,665.862,0.477,10.6,Business Owner,5,Defaulted,96.0,1,0,2000.3630400000002,63.6
CUST000342,Nigeria,Personal,280.5,30.29,6,756,1690.964,0.578,16.2,Business Owner,3,Active,0.0,4,0,60.910574999999994,138.8
CUST000343,USA,Emergency,2038.2,25.54,6,633,3018.77,0.22,14.7,Employed,0,Active,0.0,5,0,426.45938,164.8
CUST000344,India,Personal,174.87,38.94,24,727,413.421,0.262,13.3,Employed,2,Late,46.0,0,0,10.123515750000001,113.0
CUST000345,India,Personal,6510.0,13.54,6,694,970.8539999999999,0.192,2.3,Business Owner,1,Defaulted,149.0,1,0,1231.9089999999999,71.7
CUST000346,India,Emergency,8990.5,26.35,3,577,2681.52,0.388,14.4,Employed,1,Completed,0.0,2,0,3786.498916666667,110.9
CUST000347,India,Business,2510.47,32.260000000000005,3,673,1144.269,0.177,10.0,Self-Employed,4,Late,44.0,3,2,1106.7825406666666,29.6
CUST000348,Nigeria,Business,9277.64,36.239999999999995,12,464,1158.58,0.278,17.9,Business Owner,2,Completed,0.0,4,0,1053.3213946666667,148.1
CUST000349,India,Emergency,696.65,32.39,6,710,1531.0349999999999,0.449,18.4,Employed,1,Completed,0.0,1,0,153.7158225,128.1
CUST000350,USA,Education,9350.92,11.76,24,680,3312.09,0.38,1.1,Employed,3,Defaulted,93.0,3,0,435.44117466666665,65.5
CUST000351,USA,Personal,3581.06,16.38,24,714,3310.21,0.293,16.4,Business Owner,1,Defaulted,94.0,3,2,173.6515678333333,54.1
CUST000352,India,Emergency,1104.07,23.04,24,756,518.1239999999999,0.31,0.8,Employed,1,Active,0.0,1,0,56.601988666666664,58.6
CUST000353,USA,Personal,4910.13,30.52,12,687,3350.7,0.381,7.3,Business Owner,1,Active,0.0,0,0,534.0584729999999,67.1
CUST000354,India,Education,2642.09,20.810000000000002,3,665,1500.7920000000001,0.103,10.8,Employed,4,Defaulted,100.0,0,0,1063.9696430000001,110.2
CUST000355,India,Personal,2920.24,18.9,24,562,588.747,0.139,3.0,Self-Employed,1,Late,48.0,4,2,144.67355666666666,-2.7
CUST000356,USA,Emergency,3142.17,34.81,3,579,6076.89,0.541,14.9,Business Owner,1,Active,0.0,0,0,1411.986459,78.3
CUST000357,India,Personal,8049.96,13.25,12,769,854.208,0.139,0.2,Self-Employed,4,Completed,0.0,4,0,759.714975,104.0
CUST000358,USA,Business,5437.7,35.94,6,794,1912.4,0.453,3.4,Business Owner,5,Late,52.0,2,0,1232.0015633333333,71.1
CUST000359,Nigeria,Education,3181.95,34.95,6,626,1963.58,0.56,11.6,Employed,2,Completed,0.0,1,0,715.6735874999999,74.6
CUST000360,India,Education,6142.3,36.2,6,655,774.819,0.235,14.3,Self-Employed,5,Defaulted,104.0,3,1,1394.3021,93.5
CUST000361,Nigeria,Education,7189.89,24.25,24,560,1743.18,0.285,18.3,Employed,0,Completed,0.0,4,0,372.226596875,159.0
CUST000362,USA,Emergency,2798.98,8.4,6,767,2576.33,0.384,14.1,Business Owner,4,Late,8.0,0,0,505.6823866666667,108.8
CUST000363,Nigeria,Education,4194.14,36.66,24,717,1157.2440000000001,0.541,13.4,Business Owner,4,Defaulted,153.0,4,1,238.82132183333337,74.6
CUST000364,Nigeria,Business,1306.67,39.36,12,844,1526.1280000000002,0.571,7.9,Business Owner,1,Late,55.0,5,2,151.74794266666666,16.8
CUST000365,USA,Emergency,1893.38,28.73,12,562,3447.65,0.47,0.0,Business Owner,1,Completed,0.0,4,0,203.11233950000005,49.2
CUST000366,Nigeria,Business,6843.07,20.0,24,612,439.63599999999997,0.143,2.4,Business Owner,0,Late,66.0,0,0,342.15349999999995,58.9
CUST000367,Nigeria,Personal,1896.24,37.1,3,673,680.676,0.435,10.7,Self-Employed,1,Defaulted,102.0,5,1,866.5816799999999,77.3
CUST000368,USA,Personal,5299.12,29.53,6,715,4744.33,0.305,13.5,Business Owner,3,Completed,0.0,5,0,1143.9916893333334,158.5
CUST000369,Nigeria,Personal,7119.56,34.44,6,628,1116.152,0.335,8.3,Employed,1,Completed,0.0,0,1,1595.2560773333335,20.8
CUST000370,USA,Personal,1158.08,29.45,6,563,2294.19,0.125,14.6,Self-Employed,1,Active,0.0,5,1,249.85576,116.8
CUST000371,Nigeria,Business,5716.39,39.69,24,738,604.5120000000001,0.196,10.4,Employed,3,Active,0.0,1,0,332.7177162916667,116.2
CUST000372,USA,Emergency,2639.97,25.18,12,722,1737.38,0.495,1.5,Business Owner,0,Late,77.0,3,2,275.3928705,-39.8
CUST000373,USA,Emergency,9632.98,10.48,6,558,1084.75,0.327,3.8,Employed,3,Active,0.0,1,0,1773.752717333333,52.1
CUST000374,Nigeria,Education,4887.1,29.65,12,786,1133.5040000000001,0.251,16.8,Self-Employed,4,Active,0.0,1,0,528.0104291666668,147.5
CUST000375,Nigeria,Business,8079.33,18.17,6,767,884.0280000000001,0.292,14.5,Self-Employed,3,Active,0.0,0,0,1591.2240435,120.0
CUST000376,Nigeria,Personal,5547.24,27.41,6,663,735.4000000000001,0.527,17.9,Self-Employed,2,Active,0.0,0,1,1177.956414,53.1
CUST000377,India,Business,529.78,24.4,24,658,864.339,0.474,2.4,Employed,4,Defaulted,96.0,3,0,27.46026333333333,60.4
CUST000378,India,Education,6368.2,14.85,3,705,1072.7849999999999,0.236,19.8,Self-Employed,1,Defaulted,95.0,4,0,2437.9592333333335,185.9
CUST000379,India,Education,9518.89,22.77,24,564,2546.886,0.159,4.2,Employed,4,Active,0.0,1,1,486.9308855416666,21.5
CUST000380,USA,Business,6055.96,11.11,6,653,1399.76,0.226,0.2,Business Owner,0,Late,40.0,5,0,1121.4628593333334,93.7
CUST000381,Nigeria,Business,8209.97,38.629999999999995,6,435,2128.984,0.56,19.9,Business Owner,0,Defaulted,145.0,3,0,1896.9135684999999,117.0
CUST000382,USA,Business,8853.64,34.54,3,738,4849.11,0.391,5.6,Employed,3,Active,0.0,1,1,3970.5624186666664,22.7
CUST000383,India,Emergency,2357.99,15.02,12,494,605.757,0.367,13.4,Self-Employed,4,Defaulted,153.0,4,0,226.01334149999994,119.7
CUST000384,Nigeria,Personal,2199.24,42.74,12,800,1319.92,0.398,3.5,Employed,1,Completed,0.0,5,1,261.59959799999996,57.7
CUST000385,USA,Business,6148.71,22.63,6,617,2371.28,0.283,11.6,Employed,0,Defaulted,139.0,1,1,1256.6938455,51.4
CUST000386,Nigeria,Business,4169.18,24.39,12,629,1308.392,0.504,18.1,Employed,5,Defaulted,119.0,2,0,432.1702501666667,123.0
